image_id,image_path,disease_class,display_name,width,height,aspect_ratio,total_pixels,file_size_kb,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,brightness,contrast,red_dominance,green_dominance,blue_dominance,disease_severity,size_category,brightness_level,dominant_color,avg_color_intensity
f8d2bf55-3044-4d09-9372-63aa960f1881___RS_LB 2538.JPG,PlantVillage\Potato___Late_blight\f8d2bf55-3044-4d09-9372-63aa960f1881___RS_LB 2538.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.84,118.64,115.31,103.32,51.97,46.54,55.73,112.43,51.97,9.33,4.33,-13.66,Diseased,Small,Moderate,Red,112.42
f9102bc2-7c64-4dd8-afe5-d31db2159899___RS_LB 4401.JPG,PlantVillage\Potato___Late_blight\f9102bc2-7c64-4dd8-afe5-d31db2159899___RS_LB 4401.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,19.77,128.78,116.08,94.37,48.99,48.19,51.97,113.07,51.73,23.56,4.5,-28.06,Diseased,Small,Moderate,Red,113.08
f926e3c1-74bb-4397-85ca-725a54dfaf49___RS_LB 3053.JPG,PlantVillage\Potato___Late_blight\f926e3c1-74bb-4397-85ca-725a54dfaf49___RS_LB 3053.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.68,110.96,112.81,103.47,39.62,32.82,43.09,109.08,38.95,2.82,5.59,-8.41,Diseased,Small,Moderate,Green,109.08
f93b9fc8-469b-4a2f-8c0b-ca3d1a093185___RS_LB 3870.JPG,PlantVillage\Potato___Late_blight\f93b9fc8-469b-4a2f-8c0b-ca3d1a093185___RS_LB 3870.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,13.65,115.61,116.81,104.96,31.48,22.67,36.18,112.46,31.09,4.73,6.53,-11.25,Diseased,Small,Moderate,Green,112.46
f95a6bbd-39a3-48e7-a612-8833c2b7b3ff___RS_LB 2784.JPG,PlantVillage\Potato___Late_blight\f95a6bbd-39a3-48e7-a612-8833c2b7b3ff___RS_LB 2784.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.87,104.41,105.77,90.52,43.19,37.05,49.04,100.23,43.91,6.26,8.31,-14.57,Diseased,Small,Moderate,Green,100.23
f964b423-2146-4523-9f71-d7937c475bf0___RS_LB 3842.JPG,PlantVillage\Potato___Late_blight\f964b423-2146-4523-9f71-d7937c475bf0___RS_LB 3842.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,11.38,102.49,115.07,106.55,37.85,26.74,43.49,108.04,37.07,-8.32,10.55,-2.23,Diseased,Small,Moderate,Green,108.04
f973bbe0-ce70-4215-8d5b-9e7adc099261___RS_LB 2507.JPG,PlantVillage\Potato___Late_blight\f973bbe0-ce70-4215-8d5b-9e7adc099261___RS_LB 2507.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,12.92,95.21,101.42,91.51,42.21,35.89,51.91,96.05,44.03,-1.26,8.06,-6.8,Diseased,Small,Dark,Green,96.05
f9bd5093-1f62-4d00-bb66-7f65ce5c412b___RS_LB 2854.JPG,PlantVillage\Potato___Late_blight\f9bd5093-1f62-4d00-bb66-7f65ce5c412b___RS_LB 2854.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.39,113.15,121.27,106.87,44.67,36.27,51.14,113.76,44.83,-0.92,11.26,-10.34,Diseased,Small,Moderate,Green,113.76
f9d861a9-0217-4de2-844f-fd23ccaa9def___RS_LB 3067.JPG,PlantVillage\Potato___Late_blight\f9d861a9-0217-4de2-844f-fd23ccaa9def___RS_LB 3067.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.55,101.6,101.3,90.09,43.35,42.13,48.25,97.67,44.97,5.91,5.45,-11.36,Diseased,Small,Dark,Red,97.66
fabf3179-8fba-4551-93fe-28e7f6c0efc3___RS_LB 3269.JPG,PlantVillage\Potato___Late_blight\fabf3179-8fba-4551-93fe-28e7f6c0efc3___RS_LB 3269.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,20.49,130.5,126.0,109.24,53.12,47.01,55.66,121.91,52.85,12.87,6.13,-19.0,Diseased,Small,Moderate,Red,121.91
faf67766-afc0-4f41-af0b-a3971fe325c7___RS_LB 4777.JPG,PlantVillage\Potato___Late_blight\faf67766-afc0-4f41-af0b-a3971fe325c7___RS_LB 4777.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,13.14,143.49,147.64,139.29,35.73,33.04,46.3,143.47,38.93,0.03,6.25,-6.28,Diseased,Small,Moderate,Green,143.47
fb13e4c8-17e4-48a9-899b-dfc7f302196c___RS_LB 4374.JPG,PlantVillage\Potato___Late_blight\fb13e4c8-17e4-48a9-899b-dfc7f302196c___RS_LB 4374.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.53,134.85,122.9,109.93,49.55,43.53,51.87,122.56,49.5,18.43,0.51,-18.94,Diseased,Small,Moderate,Red,122.56
fb61ea12-3f1a-4ea3-911b-d830eeb74717___RS_LB 2914.JPG,PlantVillage\Potato___Late_blight\fb61ea12-3f1a-4ea3-911b-d830eeb74717___RS_LB 2914.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.83,99.74,104.24,94.13,41.33,37.2,47.26,99.37,42.34,0.55,7.31,-7.86,Diseased,Small,Dark,Green,99.37
fb91b663-6a03-4165-8125-afc96e41ab5c___RS_LB 5130.JPG,PlantVillage\Potato___Late_blight\fb91b663-6a03-4165-8125-afc96e41ab5c___RS_LB 5130.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.58,108.93,111.73,106.34,41.43,35.21,48.46,109.0,42.1,-0.1,4.09,-3.99,Diseased,Small,Moderate,Green,109.0
fb9dc049-ec76-4502-9a11-13fb62a26ed4___RS_LB 3916.JPG,PlantVillage\Potato___Late_blight\fb9dc049-ec76-4502-9a11-13fb62a26ed4___RS_LB 3916.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.43,102.66,107.02,94.6,43.07,38.67,48.07,101.42,43.74,1.85,8.39,-10.24,Diseased,Small,Moderate,Green,101.43
fbe08e9f-d4a0-4a6e-9741-c34fda88b3d2___RS_LB 4540.JPG,PlantVillage\Potato___Late_blight\fbe08e9f-d4a0-4a6e-9741-c34fda88b3d2___RS_LB 4540.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.0,140.91,133.17,109.24,50.15,41.57,52.65,127.77,50.2,19.71,8.1,-27.8,Diseased,Small,Moderate,Red,127.77
fc748621-bd56-4012-a617-9e30df58ecfc___RS_LB 4402.JPG,PlantVillage\Potato___Late_blight\fc748621-bd56-4012-a617-9e30df58ecfc___RS_LB 4402.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.92,135.05,120.92,99.97,47.05,46.81,49.9,118.64,50.06,24.6,3.41,-28.02,Diseased,Small,Moderate,Red,118.65
fc759d3f-64c7-4e45-9a0c-5a2f07fd1055___RS_LB 3030.JPG,PlantVillage\Potato___Late_blight\fc759d3f-64c7-4e45-9a0c-5a2f07fd1055___RS_LB 3030.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.32,98.24,102.85,91.08,43.12,38.29,49.42,97.39,44.11,1.27,8.19,-9.47,Diseased,Small,Dark,Green,97.39
fc9b06c8-7c63-445d-9858-a5a0c7be719b___RS_LB 3273.JPG,PlantVillage\Potato___Late_blight\fc9b06c8-7c63-445d-9858-a5a0c7be719b___RS_LB 3273.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.08,86.33,93.13,89.49,41.62,36.69,48.73,89.65,42.73,-4.98,5.22,-0.24,Diseased,Small,Dark,Green,89.65
fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029.JPG,PlantVillage\Potato___Late_blight\fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,12.85,96.01,108.03,95.95,36.43,22.3,43.33,100.0,35.58,-5.99,12.05,-6.06,Diseased,Small,Dark,Green,100.0
fd35fb86-6558-40f2-b8ac-6922e2107af5___RS_LB 4095.JPG,PlantVillage\Potato___Late_blight\fd35fb86-6558-40f2-b8ac-6922e2107af5___RS_LB 4095.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.04,106.69,118.95,92.8,33.8,24.03,41.27,106.15,35.43,0.82,19.2,-20.02,Diseased,Small,Moderate,Green,106.15
fd81a3e2-1d3e-4e52-a010-ad1b36a5220d___RS_LB 4067.JPG,PlantVillage\Potato___Late_blight\fd81a3e2-1d3e-4e52-a010-ad1b36a5220d___RS_LB 4067.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,13.35,102.23,120.02,104.93,36.74,24.2,41.29,109.06,35.7,-10.24,16.44,-6.2,Diseased,Small,Moderate,Green,109.06
fdb4e132-c71b-413f-93c0-c863dd4582a7___RS_LB 2582.JPG,PlantVillage\Potato___Late_blight\fdb4e132-c71b-413f-93c0-c863dd4582a7___RS_LB 2582.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,18.08,112.63,114.4,98.35,49.02,40.49,50.92,108.46,47.57,6.25,8.91,-15.16,Diseased,Small,Moderate,Green,108.46
fdb7d904-91df-4f00-85bd-0fb038723329___RS_LB 2628.JPG,PlantVillage\Potato___Late_blight\fdb7d904-91df-4f00-85bd-0fb038723329___RS_LB 2628.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.2,112.26,113.12,105.09,43.39,41.98,50.57,110.16,45.61,3.16,4.44,-7.61,Diseased,Small,Moderate,Green,110.16
fdc86644-2491-4ace-b7e3-190e1d68ebba___RS_LB 5129.JPG,PlantVillage\Potato___Late_blight\fdc86644-2491-4ace-b7e3-190e1d68ebba___RS_LB 5129.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.73,104.51,107.93,104.37,43.14,37.62,48.92,105.6,43.5,-1.64,3.49,-1.85,Diseased,Small,Moderate,Green,105.6
fdf53f6c-db92-48b9-9e06-0358e4114be6___RS_LB 2656.JPG,PlantVillage\Potato___Late_blight\fdf53f6c-db92-48b9-9e06-0358e4114be6___RS_LB 2656.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.35,108.08,111.34,87.64,52.72,48.83,55.72,102.35,53.54,8.59,13.48,-22.08,Diseased,Small,Moderate,Green,102.35
fe3eb287-4bb0-4a6f-b50e-253370bd19dd___RS_LB 4073.JPG,PlantVillage\Potato___Late_blight\fe3eb287-4bb0-4a6f-b50e-253370bd19dd___RS_LB 4073.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,11.49,113.92,124.77,116.67,39.73,23.96,41.71,118.45,36.31,-6.8,9.47,-2.68,Diseased,Small,Moderate,Green,118.45
fe4bbe61-ddd7-464f-8aa6-e292b8686c70___RS_LB 2902.JPG,PlantVillage\Potato___Late_blight\fe4bbe61-ddd7-464f-8aa6-e292b8686c70___RS_LB 2902.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.24,115.56,112.18,99.1,39.5,36.4,47.02,108.95,41.82,9.92,4.85,-14.77,Diseased,Small,Moderate,Red,108.95
fe72d959-6788-4b19-9285-e0b2919dc718___RS_LB 2516.JPG,PlantVillage\Potato___Late_blight\fe72d959-6788-4b19-9285-e0b2919dc718___RS_LB 2516.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.69,132.19,135.86,114.6,66.99,57.41,75.81,127.55,67.8,6.96,12.46,-19.43,Diseased,Small,Moderate,Green,127.55
fe93615b-4160-4956-a65c-cdbc79af2052___RS_LB 5131.JPG,PlantVillage\Potato___Late_blight\fe93615b-4160-4956-a65c-cdbc79af2052___RS_LB 5131.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,14.8,105.94,112.9,105.25,42.05,34.9,46.45,108.03,41.55,-3.14,7.31,-4.17,Diseased,Small,Moderate,Green,108.03
fe9d57f1-8e00-4069-963a-b344cceca7b3___RS_LB 4486.JPG,PlantVillage\Potato___Late_blight\fe9d57f1-8e00-4069-963a-b344cceca7b3___RS_LB 4486.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.85,136.88,119.44,103.39,42.17,42.19,45.74,119.9,45.5,25.46,-0.69,-24.77,Diseased,Small,Moderate,Red,119.9
feefc118-4434-4ffb-afbb-02fb292f72b6___RS_LB 2874.JPG,PlantVillage\Potato___Late_blight\feefc118-4434-4ffb-afbb-02fb292f72b6___RS_LB 2874.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,15.49,115.73,110.77,102.2,44.84,44.35,53.24,109.57,47.98,9.24,1.81,-11.05,Diseased,Small,Moderate,Red,109.57
ff03a125-445b-40e1-a7ed-0bb9b155dfd8___RS_LB 5039.JPG,PlantVillage\Potato___Late_blight\ff03a125-445b-40e1-a7ed-0bb9b155dfd8___RS_LB 5039.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.55,119.48,123.23,101.19,38.23,29.47,44.87,114.63,39.25,7.27,12.9,-20.17,Diseased,Small,Moderate,Green,114.63
ff7160f9-f8d7-4576-82b8-009bf1b63b3b___RS_LB 4974.JPG,PlantVillage\Potato___Late_blight\ff7160f9-f8d7-4576-82b8-009bf1b63b3b___RS_LB 4974.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,17.89,128.64,134.12,115.45,44.12,37.52,50.38,126.07,45.01,3.85,12.07,-15.93,Diseased,Small,Moderate,Green,126.07
fff55a7e-2f86-4747-8d31-f1fde3c307aa___RS_LB 3081.JPG,PlantVillage\Potato___Late_blight\fff55a7e-2f86-4747-8d31-f1fde3c307aa___RS_LB 3081.JPG,Potato___Late_blight,Late Blight,256,256,1.0,65536,16.2,101.96,99.02,93.29,46.14,44.32,53.79,98.09,48.39,5.81,1.39,-7.2,Diseased,Small,Dark,Red,98.09
00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,PlantVillage\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,Potato___healthy,Healthy,256,256,1.0,65536,20.84,115.23,122.96,103.24,54.31,40.64,55.01,113.81,51.07,2.13,13.73,-15.85,Healthy,Small,Moderate,Green,113.81
03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,PlantVillage\Potato___healthy\03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,Potato___healthy,Healthy,256,256,1.0,65536,19.75,122.43,127.19,110.0,51.34,37.04,52.7,119.88,48.1,3.84,10.98,-14.82,Healthy,Small,Moderate,Green,119.87
04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930.JPG,PlantVillage\Potato___healthy\04481ca2-f94c-457e-b785-1ac05800b7ec___RS_HL 1930.JPG,Potato___healthy,Healthy,256,256,1.0,65536,20.76,123.73,129.11,113.29,47.86,34.82,46.62,122.04,43.99,2.53,10.6,-13.13,Healthy,Small,Moderate,Green,122.04
046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878.JPG,PlantVillage\Potato___healthy\046641c1-f837-49eb-b5f2-4109910a027c___RS_HL 1878.JPG,Potato___healthy,Healthy,256,256,1.0,65536,23.47,106.97,118.92,95.97,47.48,37.24,48.54,107.29,45.68,-0.48,17.45,-16.97,Healthy,Small,Moderate,Green,107.29
07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399.JPG,PlantVillage\Potato___healthy\07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399.JPG,Potato___healthy,Healthy,256,256,1.0,65536,19.58,119.37,123.12,110.62,51.31,45.61,51.37,117.7,49.78,2.5,8.13,-10.63,Healthy,Small,Moderate,Green,117.7
0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817.JPG,PlantVillage\Potato___healthy\0b3e5032-8ae8-49ac-8157-a1cac3df01dd___RS_HL 1817.JPG,Potato___healthy,Healthy,256,256,1.0,65536,15.77,116.34,126.95,105.38,57.57,45.94,59.17,116.22,55.25,0.17,16.09,-16.26,Healthy,Small,Moderate,Green,116.22
0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,PlantVillage\Potato___healthy\0be9d721-82f5-42c3-b535-7494afe01dbe___RS_HL 1814.JPG,Potato___healthy,Healthy,256,256,1.0,65536,19.0,118.34,128.89,105.09,54.12,37.42,57.17,117.44,51.26,1.35,17.17,-18.52,Healthy,Small,Moderate,Green,117.44
0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183.JPG,PlantVillage\Potato___healthy\0f4ebc5a-d646-436a-919d-961342997cde___RS_HL 4183.JPG,Potato___healthy,Healthy,256,256,1.0,65536,17.99,116.26,129.17,104.85,47.64,27.12,48.42,116.76,43.38,-0.75,18.61,-17.86,Healthy,Small,Moderate,Green,116.76
1106c3fc-92cb-41a6-a6c6-8f08b9b45108___RS_HL 1914.JPG,PlantVillage\Potato___healthy\1106c3fc-92cb-41a6-a6c6-8f08b9b45108___RS_HL 1914.JPG,Potato___healthy,Healthy,256,256,1.0,65536,23.14,120.72,127.83,109.89,46.94,38.07,46.09,119.48,44.5,1.86,12.53,-14.39,Healthy,Small,Moderate,Green,119.48
111cd9d8-4d27-4225-be9e-d29b21cf56b9___RS_HL 5419.JPG,PlantVillage\Potato___healthy\111cd9d8-4d27-4225-be9e-d29b21cf56b9___RS_HL 5419.JPG,Potato___healthy,Healthy,256,256,1.0,65536,18.78,129.4,137.28,118.72,45.32,35.0,48.82,128.47,44.11,1.4,13.22,-14.62,Healthy,Small,Moderate,Green,128.47
142fb983-2166-4a0f-b99b-a6c21e99987e___RS_HL 5398.JPG,PlantVillage\Potato___healthy\142fb983-2166-4a0f-b99b-a6c21e99987e___RS_HL 5398.JPG,Potato___healthy,Healthy,256,256,1.0,65536,20.13,117.16,123.56,108.5,53.57,48.5,54.67,116.41,52.68,1.13,10.73,-11.87,Healthy,Small,Moderate,Green,116.41
14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204.JPG,PlantVillage\Potato___healthy\14484ea5-9c34-427c-abe4-2743265aced0___RS_HL 4204.JPG,Potato___healthy,Healthy,256,256,1.0,65536,16.25,119.68,117.7,106.01,44.91,27.64,46.81,114.46,41.15,7.83,4.85,-12.68,Healthy,Small,Moderate,Red,114.46
144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL 5376.JPG,PlantVillage\Potato___healthy\144d2475-21ab-4bdc-a67c-9672a9b711e6___RS_HL 5376.JPG,Potato___healthy,Healthy,256,256,1.0,65536,17.95,131.14,138.73,123.21,52.98,43.67,54.08,131.03,50.86,0.18,11.55,-11.73,Healthy,Small,Moderate,Green,131.03
163ada72-4288-4f85-a3c1-feed23c8d1de___RS_HL 1940.JPG,PlantVillage\Potato___healthy\163ada72-4288-4f85-a3c1-feed23c8d1de___RS_HL 1940.JPG,Potato___healthy,Healthy,256,256,1.0,65536,20.33,133.71,141.08,123.67,54.09,37.43,55.3,132.82,50.12,1.34,12.38,-13.72,Healthy,Small,Moderate,Green,132.82
170f1f57-0fd4-421f-9c82-3b1804be63ad___RS_HL 1771.JPG,PlantVillage\Potato___healthy\170f1f57-0fd4-421f-9c82-3b1804be63ad___RS_HL 1771.JPG,Potato___healthy,Healthy,256,256,1.0,65536,18.21,125.24,131.21,113.31,48.77,32.65,49.61,123.25,44.99,2.98,11.93,-14.91,Healthy,Small,Moderate,Green,123.25
1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,PlantVillage\Potato___healthy\1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,Potato___healthy,Healthy,256,256,1.0,65536,18.69,116.8,126.83,103.76,54.99,38.2,58.08,115.79,52.04,1.5,16.55,-18.06,Healthy,Small,Moderate,Green,115.8
1ae826e2-5148-47bd-a44c-711ec9cc9c75___RS_HL 1954.JPG,PlantVillage\Potato___healthy\1ae826e2-5148-47bd-a44c-711ec9cc9c75___RS_HL 1954.JPG,Potato___healthy,Healthy,256,256,1.0,65536,21.67,147.21,156.25,130.96,51.99,37.59,56.56,144.81,50.47,3.61,17.17,-20.77,Healthy,Small,Moderate,Green,144.81
1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418.JPG,PlantVillage\Potato___healthy\1b434c52-7be4-40c4-90d5-13220f1a3eba___RS_HL 5418.JPG,Potato___healthy,Healthy,256,256,1.0,65536,16.25,117.75,124.56,106.76,47.08,35.8,49.37,116.36,45.08,2.09,12.3,-14.4,Healthy,Small,Moderate,Green,116.36
1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808.JPG,PlantVillage\Potato___healthy\1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808.JPG,Potato___healthy,Healthy,256,256,1.0,65536,18.53,122.84,132.66,114.74,52.44,34.99,54.17,123.41,48.55,-0.86,13.87,-13.02,Healthy,Small,Moderate,Green,123.41
1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL 1816.JPG,PlantVillage\Potato___healthy\1f9870b3-899e-46fb-98c9-cfc2ce92895b___RS_HL 1816.JPG,Potato___healthy,Healthy,256,256,1.0,65536,19.13,118.09,126.03,104.43,55.87,42.05,57.82,116.18,53.14,2.87,14.77,-17.63,Healthy,Small,Moderate,Green,116.18
20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735.JPG,PlantVillage\Potato___healthy\20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735.JPG,Potato___healthy,Healthy,256,256,1.0,65536,18.17,116.13,126.39,104.69,47.88,32.69,48.8,115.73,44.64,0.59,15.98,-16.56,Healthy,Small,Moderate,Green,115.74
22322780-95b4-4b45-b626-26b22965d55e___RS_HL 1880.JPG,PlantVillage\Potato___healthy\22322780-95b4-4b45-b626-26b22965d55e___RS_HL 1880.JPG,Potato___healthy,Healthy,256,256,1.0,65536,19.7,124.38,133.96,114.92,48.94,35.46,48.62,124.42,45.45,-0.06,14.31,-14.25,Healthy,Small,Moderate,Green,124.42
23f1ab77-d664-49c4-92eb-41eb66c6d101___RS_HL 4169.JPG,PlantVillage\Potato___healthy\23f1ab77-d664-49c4-92eb-41eb66c6d101___RS_HL 4169.JPG,Potato___healthy,Healthy,256,256,1.0,65536,18.93,142.39,145.45,124.94,50.7,31.76,53.6,137.59,47.25,7.2,11.79,-18.98,Healthy,Small,Moderate,Green,137.59
23f4d3b1-23f4-43fb-96c2-dae37224ec74___RS_HL 1803.JPG,PlantVillage\Potato___healthy\23f4d3b1-23f4-43fb-96c2-dae37224ec74___RS_HL 1803.JPG,Potato___healthy,Healthy,256,256,1.0,65536,21.86,124.54,127.04,113.66,46.01,36.23,46.79,121.75,43.67,4.19,7.95,-12.13,Healthy,Small,Moderate,Green,121.75
2ccb9ee9-faac-4d32-9af5-29497fa2e028___RS_HL 1837.JPG,PlantVillage\Potato___healthy\2ccb9ee9-faac-4d32-9af5-29497fa2e028___RS_HL 1837.JPG,Potato___healthy,Healthy,256,256,1.0,65536,20.21,126.01,134.79,117.22,52.37,37.28,51.4,126.01,48.06,0.01,13.18,-13.19,Healthy,Small,Moderate,Green,126.01
2d98cbc8-cbe6-423c-b2ab-3f7f8bcea5d5___RS_HL 1945.JPG,PlantVillage\Potato___healthy\2d98cbc8-cbe6-423c-b2ab-3f7f8bcea5d5___RS_HL 1945.JPG,Potato___healthy,Healthy,256,256,1.0,65536,15.83,150.37,160.94,135.01,46.69,24.99,49.13,148.77,43.04,2.39,18.25,-20.64,Healthy,Small,Moderate,Green,148.77
2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950.JPG,PlantVillage\Potato___healthy\2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950.JPG,Potato___healthy,Healthy,256,256,1.0,65536,18.8,119.32,127.5,107.04,45.77,28.63,43.44,117.95,40.88,2.05,14.32,-16.37,Healthy,Small,Moderate,Green,117.95
2e0b8b4b-e900-408b-b760-730690bbd382___RS_HL 1901.JPG,PlantVillage\Potato___healthy\2e0b8b4b-e900-408b-b760-730690bbd382___RS_HL 1901.JPG,Potato___healthy,Healthy,256,256,1.0,65536,23.89,113.48,121.62,97.79,53.08,39.48,57.03,110.96,51.39,3.77,15.99,-19.76,Healthy,Small,Moderate,Green,110.96
30126310-39de-4c02-b10a-23409417a4f6___RS_HL 1826.JPG,PlantVillage\Potato___healthy\30126310-39de-4c02-b10a-23409417a4f6___RS_HL 1826.JPG,Potato___healthy,Healthy,256,256,1.0,65536,18.94,116.04,119.54,100.92,49.92,34.54,51.25,112.17,46.57,5.81,11.06,-16.88,Healthy,Small,Moderate,Green,112.17
30937333-8898-4634-8c00-af57d3020ba6___RS_HL 1922.JPG,PlantVillage\Potato___healthy\30937333-8898-4634-8c00-af57d3020ba6___RS_HL 1922.JPG,Potato___healthy,Healthy,256,256,1.0,65536,23.83,131.96,136.09,117.22,48.84,37.89,50.23,128.42,46.7,5.3,11.5,-16.8,Healthy,Small,Moderate,Green,128.42
31a09d39-6791-4ecb-8f44-af2ed85dbd33___RS_HL 1970.JPG,PlantVillage\Potato___healthy\31a09d39-6791-4ecb-8f44-af2ed85dbd33___RS_HL 1970.JPG,Potato___healthy,Healthy,256,256,1.0,65536,22.42,130.95,140.14,114.68,59.6,41.68,65.41,128.59,57.45,3.55,17.32,-20.87,Healthy,Small,Moderate,Green,128.59
369479a9-3c28-4d77-8731-9ae54e719af3___RS_HL 1785.JPG,PlantVillage\Potato___healthy\369479a9-3c28-4d77-8731-9ae54e719af3___RS_HL 1785.JPG,Potato___healthy,Healthy,256,256,1.0,65536,21.06,131.84,142.38,121.67,49.57,36.35,51.22,131.96,46.96,-0.18,15.62,-15.44,Healthy,Small,Moderate,Green,131.96
36bdc44c-96a4-40bb-86f7-63a91d706e96___RS_HL 4203.JPG,PlantVillage\Potato___healthy\36bdc44c-96a4-40bb-86f7-63a91d706e96___RS_HL 4203.JPG,Potato___healthy,Healthy,256,256,1.0,65536,17.44,95.43,98.2,78.57,52.72,35.66,53.74,90.73,48.87,7.04,11.2,-18.25,Healthy,Small,Dark,Green,90.73
38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805.JPG,PlantVillage\Potato___healthy\38faf81d-c83b-42ca-b4c3-e3bbfa070589___RS_HL 1805.JPG,Potato___healthy,Healthy,256,256,1.0,65536,18.78,120.82,129.16,110.59,46.35,29.11,47.07,120.19,42.36,0.95,13.45,-14.4,Healthy,Small,Moderate,Green,120.19
3a00204c-5e53-4e5d-95a6-f8819031744e___RS_HL 5420.JPG,PlantVillage\Potato___healthy\3a00204c-5e53-4e5d-95a6-f8819031744e___RS_HL 5420.JPG,Potato___healthy,Healthy,256,256,1.0,65536,16.58,118.43,122.93,107.22,41.41,28.73,43.61,116.2,39.04,3.36,10.1,-13.46,Healthy,Small,Moderate,Green,116.19
3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL 1754.JPG,PlantVillage\Potato___healthy\3a1dbeee-089c-43f0-8f51-a92d3687a515___RS_HL 1754.JPG,Potato___healthy,Healthy,256,256,1.0,65536,21.3,132.15,146.71,119.79,59.02,39.77,62.46,132.88,55.76,-1.1,20.74,-19.64,Healthy,Small,Moderate,Green,132.88
3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780.JPG,PlantVillage\Potato___healthy\3c0d6888-c7e1-4cf8-9c25-9a0b8c62ba72___RS_HL 1780.JPG,Potato___healthy,Healthy,256,256,1.0,65536,17.63,119.46,129.43,106.88,47.83,32.37,50.52,118.59,45.25,1.31,16.26,-17.56,Healthy,Small,Moderate,Green,118.59
